src,dst,wgh
MN,QM,7.0
XW,NX,8.0
OI,CN,6.0
WI,SQ,5.0
KJ,NU,9.0
P,AF,3.0
FF,XT,2.0
LJ,MU,4.0
JX,IX,2.0
JD,VC,1.0
BL,JN,18.0
KK,JS,1.0
JK,TZ,7.0
YH,RT,6.0
QL,RZ,8.0
XB,IB,16.0
XE,ES,6.0
VT,XN,6.0
AN,EF,2.0
KX,UF,6.0
KK,CG,4.0
ZV,XC,2.0
LR,IT,10.0
DB,WH,1.0
CV,YY,12.0
WS,LL,5.0
CV,YU,5.0
IV,MA,2.0
PA,YQ,4.0
WW,JI,3.0
NS,AG,2.0
GY,YE,1.0
DH,UW,5.0
OZ,UD,7.0
QJ,CB,2.0
KO,SU,5.0
BS,WF,1.0
FM,QY,8.0
CL,BV,2.0
FL,QH,6.0
HR,BT,2.0
PV,ZZ,3.0
YQ,PA,4.0
NY,IY,4.0
GI,TO,6.0
YI,TC,3.0
ZZ,PV,3.0
GY,LJ,3.0
DV,YR,1.0
BK,IH,1.0
OG,IY,4.0
SH,YE,1.0
ML,GV,3.0
PP,ZP,1.0
VM,CT,1.0
WG,SO,12.0
KT,O,1.0
UM,BR,3.0
WI,AV,3.0
O,GQ,1.0
OO,IV,9.0
ZS,GQ,2.0
QG,IB,4.0
MS,AU,2.0
PB,TJ,1.0
BO,TR,4.0
JI,RE,3.0
HA,KS,9.0
JF,OR,7.0
CE,BU,6.0
OR,VX,3.0
EV,RM,9.0
AC,JJ,5.0
JY,FX,1.0
JV,LS,12.0
AK,GT,7.0
PB,HS,4.0
RT,YH,6.0
RD,JD,1.0
AU,OD,1.0
OR,JF,7.0
AV,RN,2.0
XN,QT,3.0
AN,GD,7.0
WF,BS,1.0
JN,BL,18.0
WX,XL,1.0
ZO,IJ,3.0
GH,PC,4.0
TW,ZF,6.0
ZP,U,14.0
TW,UL,5.0
H,ID,1.0
E,QH,4.0
QN,IP,3.0
BG,RS,7.0
FB,EV,12.0
ZU,AY,6.0
FT,SB,2.0
RX,A,3.0
NT,PD,7.0
PB,LO,6.0
MW,CP,8.0
QX,Y,1.0
FU,TE,2.0
JJ,AC,5.0
DZ,LY,6.0
HO,OP,6.0
XZ,HC,1.0
CI,XY,4.0
NA,XD,7.0
NW,AF,2.0
EW,NS,3.0
QE,RA,7.0
N,NM,5.0
RD,NH,2.0
IR,ND,4.0
QM,WM,5.0
XQ,PT,7.0
SD,YT,1.0
PK,IM,3.0
QB,VL,3.0
IT,H,1.0
AS,JQ,6.0
CN,OI,6.0
H,IB,4.0
US,XD,6.0
RF,GD,5.0
SZ,AT,7.0
VV,PA,5.0
OQ,JU,4.0
IW,TA,4.0
QL,NH,2.0
ZR,ER,8.0
IP,QN,3.0
D,NR,3.0
XT,FF,2.0
HB,PE,10.0
BN,RO,3.0
RO,BN,3.0
LF,AL,6.0
XD,ZE,3.0
AX,GI,3.0
AS,DX,3.0
CT,MF,2.0
NC,YX,2.0
GU,NR,1.0
XF,CD,3.0
MA,UQ,4.0
M,FO,5.0
QH,E,4.0
BT,XP,5.0
ZJ,MS,1.0
TB,BZ,1.0
XF,LN,1.0
CN,AJ,15.0
GQ,KR,2.0
NN,BG,6.0
ZE,XD,3.0
DF,PQ,10.0
OD,AU,1.0
O,KT,1.0
BY,DW,9.0
TQ,SI,4.0
CP,XA,5.0
BP,JS,1.0
WC,QV,3.0
MM,HL,1.0
JD,RD,1.0
BX,CK,3.0
DG,WR,3.0
GV,WP,1.0
HW,HA,7.0
VO,WN,8.0
IN,BX,11.0
NP,AW,2.0
VA,SS,3.0
KK,MV,4.0
DW,UY,3.0
AZ,DP,12.0
MR,RN,4.0
PU,VA,2.0
TS,GT,10.0
GZ,WF,4.0
UF,KX,6.0
XI,CT,17.0
QK,CV,3.0
OK,FL,6.0
UU,TC,2.0
UZ,M,8.0
KR,RH,2.0
CW,BB,3.0
TC,YA,5.0
FS,SP,26.0
UC,HX,5.0
W,YV,10.0
XL,WX,1.0
YS,NY,6.0
VE,WO,2.0
RP,RU,18.0
SQ,DL,4.0
AI,HG,4.0
GC,BV,1.0
XZ,AC,3.0
EI,VP,1.0
GI,AX,3.0
QJ,OE,6.0
LM,TA,2.0
RA,HD,5.0
R,JM,1.0
JB,DT,12.0
U,ZP,14.0
WM,FY,14.0
S,T,6.0
EL,VZ,7.0
MV,KK,4.0
HK,DI,1.0
HR,QU,10.0
CY,AG,1.0
DI,YC,7.0
XT,FI,3.0
ZK,NV,8.0
PF,KC,6.0
PO,MJ,3.0
NE,WD,1.0
EL,HN,4.0
RX,LT,7.0
KL,SM,2.0
KK,PP,1.0
EF,YX,3.0
IB,QG,4.0
TH,AZ,2.0
UW,MR,2.0
RO,VK,4.0
TX,RI,6.0
QJ,JN,3.0
PW,AL,2.0
FZ,WZ,5.0
HX,DD,3.0
OH,MY,3.0
T,S,6.0
RK,LO,6.0
YT,MN,1.0
MU,UO,3.0
XP,LV,7.0
UC,KS,1.0
UW,QJ,3.0
GI,ED,6.0
BD,HA,10.0
ZW,VJ,2.0
BX,AC,1.0
PR,EI,1.0
JN,QJ,3.0
WP,H,3.0
SO,WG,12.0
D,MB,3.0
LW,LE,4.0
AC,PJ,6.0
GX,XP,8.0
MV,YV,7.0
L,GI,12.0
FN,EL,1.0
LA,NC,10.0
OG,DD,1.0
C,LY,3.0
EX,DX,8.0
PP,ZU,4.0
WW,AU,2.0
WA,ZG,4.0
M,UZ,8.0
XS,ZH,8.0
IA,WC,2.0
ZB,RF,7.0
NO,CQ,5.0
WX,PY,2.0
EU,GF,6.0
BR,UM,3.0
AF,P,3.0
ZP,JL,10.0
DF,VO,7.0
GU,T,6.0
HZ,ER,7.0
ZY,FI,6.0
CU,BQ,8.0
WC,IA,2.0
XP,GX,8.0
UN,JJ,4.0
XJ,XO,1.0
IB,XB,16.0
CT,ZL,3.0
VZ,FR,5.0
BN,NT,3.0
KY,EA,4.0
JI,WW,3.0
NI,F,2.0
UY,DW,3.0
QJ,CW,1.0
BV,CL,2.0
VS,B,1.0
JP,OT,3.0
TD,BO,2.0
SB,JX,3.0
BO,PH,1.0
R,UY,6.0
PN,NK,4.0
TH,YH,8.0
CC,OV,8.0
XC,VQ,7.0
LD,QO,9.0
WK,JB,3.0
DX,QT,4.0
WP,GV,1.0
GK,NK,1.0
HX,UC,5.0
UL,FN,7.0
EF,AN,2.0
FN,UY,4.0
AX,FG,2.0
XC,ZV,2.0
RN,RP,3.0
DS,AR,4.0
OT,JP,3.0
MU,BQ,1.0
CT,XI,17.0
KN,TI,4.0
VM,ME,7.0
J,WL,3.0
PI,OM,3.0
NU,CG,3.0
VJ,IT,5.0
ZH,NP,3.0
JL,WE,9.0
JO,UD,9.0
OA,JX,2.0
EF,WU,2.0
PK,IA,3.0
PX,UL,3.0
GQ,O,1.0
RJ,YX,4.0
BC,KV,6.0
WO,VE,2.0
YV,MV,7.0
UG,TV,2.0
NA,NU,2.0
ES,XE,6.0
SY,KS,3.0
UW,DH,5.0
RC,AB,7.0
JK,BC,5.0
MI,NF,5.0
SD,KD,15.0
IR,EC,3.0
ZH,XS,8.0
GH,WU,1.0
E,TM,1.0
UZ,WJ,4.0
P,IC,8.0
CK,BX,3.0
PO,SF,4.0
VA,PU,2.0
QF,QN,8.0
ZM,KT,6.0
XF,RP,7.0
SD,XE,3.0
SA,VK,6.0
HP,KM,2.0
G,YS,2.0
EJ,KA,6.0
FL,ZL,4.0
TP,JS,4.0
DL,SQ,4.0
YY,CV,12.0
GS,EU,13.0
YT,SD,1.0
XE,SD,3.0
UZ,OY,4.0
UY,FN,4.0
IZ,QJ,2.0
ZZ,RH,4.0
VC,JU,3.0
PT,QS,3.0
PD,IS,8.0
FG,ZX,9.0
SB,FT,2.0
EY,DB,8.0
UR,GY,11.0
JF,RY,3.0
ME,VM,7.0
BX,IN,11.0
XD,NA,7.0
BO,N,6.0
SF,BH,2.0
ZA,TI,1.0
CU,JT,7.0
NA,QQ,5.0
RN,MR,4.0
IC,P,8.0
JG,BA,9.0
PY,WX,2.0
PK,EM,6.0
UT,BO,7.0
NU,CC,6.0
BC,IM,2.0
FN,K,4.0
EP,UO,4.0
YK,CF,2.0
MB,D,3.0
JS,MC,3.0
WU,NL,5.0
ZJ,LB,16.0
WD,DU,6.0
NH,LU,8.0
YV,IJ,1.0
CK,V,1.0
ED,GI,6.0
VH,WQ,1.0
XM,JY,3.0
JB,AQ,2.0
MO,SC,3.0
NT,BN,3.0
NA,SH,3.0
QJ,IZ,2.0
IV,OO,9.0
F,BA,5.0
VC,XU,5.0
ZT,TE,10.0
FZ,VE,5.0
CC,NU,6.0
AU,WW,2.0
AR,CF,5.0
GI,AE,7.0
SW,KM,4.0
VE,FZ,5.0
RA,TC,5.0
IS,PD,8.0
MD,FM,3.0
OG,DB,1.0
CW,XL,3.0
NK,GK,1.0
VL,PY,3.0
AW,CS,6.0
CR,XQ,9.0
FI,RQ,8.0
M,BR,7.0
FW,RS,4.0
FK,IH,4.0
DR,FG,7.0
NH,ZG,4.0
TF,TD,1.0
BF,VF,3.0
CB,QJ,2.0
GE,DW,2.0
NK,DS,4.0
OL,QG,7.0
IN,QD,2.0
VH,HB,4.0
RA,QE,7.0
XG,LX,1.0
TA,WJ,3.0
DM,QI,9.0
KV,CH,5.0
GL,DC,3.0
FG,DR,7.0
ZL,CT,3.0
ZJ,KF,5.0
KR,GQ,2.0
NQ,YG,2.0
LF,BJ,6.0
IB,DE,3.0
PH,ST,1.0
WM,HU,1.0
BP,OF,7.0
KP,WT,6.0
MT,JK,8.0
JK,MT,8.0
SW,RY,5.0
ZH,UZ,2.0
JJ,VP,1.0
FT,MA,6.0
AK,YK,7.0
AL,ON,4.0
BZ,TB,1.0
MJ,PO,3.0
RN,AV,2.0
DM,Z,6.0
TD,TF,1.0
ZY,LH,6.0
CX,AQ,1.0
TA,IW,4.0
IU,XH,11.0
YX,RJ,4.0
EH,SC,3.0
MV,GJ,5.0
CH,KV,5.0
RH,HE,4.0
ZI,IT,6.0
RX,VN,6.0
OY,NX,6.0
VB,JU,3.0
XU,RW,6.0
BP,GH,4.0
HQ,RR,3.0
RR,HQ,3.0
OX,RI,6.0
FX,JY,1.0
DU,ZN,3.0
RF,IQ,7.0
JY,YZ,4.0
AM,KA,7.0
WS,IB,1.0
RP,XF,7.0
ZQ,ZR,25.0
XL,CW,3.0
TT,KX,8.0
VW,X,7.0
N,BO,6.0
EN,HZ,11.0
ZL,WL,3.0
SG,ZK,6.0
TV,UG,2.0
WK,AP,12.0
IH,FK,4.0
IY,OG,4.0
TI,KN,4.0
UZ,RV,2.0
Y,QX,1.0
XD,US,6.0
MC,JS,3.0
UX,CM,4.0
JZ,SE,10.0
YE,SH,1.0
RH,ZZ,4.0
NH,QL,2.0
AC,XZ,3.0
VD,GA,2.0
IX,XA,6.0
UV,JT,3.0
OM,AO,1.0
WU,GH,1.0
AQ,CX,1.0
UU,SG,3.0
MY,BH,4.0
XA,NN,3.0
KS,HA,9.0
JR,NK,3.0
YH,TH,8.0
DD,OG,1.0
ZK,VV,3.0
OS,PX,1.0
IM,LS,6.0
NL,XX,6.0
HY,AB,4.0
PD,NT,7.0
WR,DQ,8.0
RK,VY,4.0
DC,GL,3.0
UQ,MA,4.0
HT,YV,2.0
AL,QN,5.0
OR,GL,4.0
BQ,CU,8.0
KS,UC,1.0
QC,NX,9.0
FZ,OJ,2.0
RG,OL,1.0
MV,OB,10.0
NP,ZH,3.0
SV,KL,4.0
GI,L,12.0
PT,XQ,7.0
UY,R,6.0
JU,OQ,4.0
TO,GI,6.0
XG,AD,2.0
UH,RH,10.0
AO,NO,3.0
TG,D,3.0
IA,PK,3.0
QY,FM,8.0
KF,ZJ,5.0
SB,OM,2.0
KZ,ZU,3.0
IU,HE,4.0
ZN,I,3.0
JJ,UN,4.0
PH,BO,1.0
BO,UT,7.0
PY,VL,3.0
RS,LQ,14.0
VS,XX,1.0
GH,Y,1.0
QN,QF,8.0
VN,RX,6.0
BN,ZZ,4.0
JW,VK,6.0
UO,MU,3.0
KD,SD,15.0
QQ,NA,5.0
TR,BO,4.0
KB,T,7.0
UT,QA,6.0
TB,EQ,3.0
JS,KK,1.0
MF,CT,2.0
FG,AX,2.0
ZL,FL,4.0
PG,SX,3.0
AZ,UD,1.0
DW,GE,2.0
LH,NF,1.0
KA,OT,4.0
HB,VH,4.0
QP,LZ,4.0
YF,XM,2.0
OY,KR,1.0
GJ,MV,5.0
IG,JY,9.0
FS,ZA,6.0
AO,AU,1.0
VF,BF,3.0
KF,GG,12.0
JS,VB,1.0
OH,WQ,2.0
HT,VI,2.0
ZU,KZ,3.0
GT,TS,10.0
IF,YY,2.0
YU,CV,5.0
GG,KF,12.0
ZJ,XR,3.0
KT,ZM,6.0
MP,GR,9.0
UD,JO,9.0
YA,TC,5.0
X,VW,7.0
NS,EW,3.0
SH,TE,2.0
JR,PW,3.0
NF,VU,9.0
UG,IL,2.0
QJ,MH,4.0
YL,GB,9.0
TE,FU,2.0
NO,UX,1.0
ZG,WA,4.0
VJ,YG,1.0
JL,ZP,10.0
I,ZN,3.0
TQ,BV,4.0
WQ,OH,2.0
YS,G,2.0
TZ,AT,5.0
Y,YF,1.0
DG,A,3.0
VK,QW,5.0
OI,HQ,2.0
KX,TT,8.0
YR,P,4.0
DF,OI,7.0
WF,GZ,4.0
YC,QR,5.0
PA,VV,5.0
YD,MC,2.0
FQ,ZA,3.0
ZS,FJ,4.0
AG,NS,2.0
RM,EV,9.0
YU,SR,6.0
CL,HF,1.0
ZA,FQ,3.0
LP,ON,4.0
KO,ID,4.0
CY,ZS,8.0
ER,HZ,7.0
OI,DF,7.0
NN,XA,3.0
HJ,KN,3.0
HE,IU,4.0
FV,QL,3.0
KK,BE,6.0
HJ,CA,2.0
DB,EY,8.0
TE,SH,2.0
SQ,WI,5.0
HI,EC,5.0
BL,FC,6.0
IJ,ZO,3.0
AC,BX,1.0
GB,YL,9.0
XA,IX,6.0
QZ,TV,4.0
LV,XP,7.0
JU,VB,3.0
IG,TK,3.0
FM,YO,8.0
YW,SN,4.0
BH,KQ,9.0
JQ,AS,6.0
RS,BG,7.0
DW,BY,9.0
GI,YE,2.0
IK,MK,14.0
P,K,3.0
UO,EP,4.0
SM,KL,2.0
ZP,PP,1.0
DG,MZ,5.0
AQ,JB,2.0
RL,XA,4.0
EK,E,1.0
Z,DM,6.0
VK,SA,6.0
ZA,FS,6.0
SX,MX,4.0
TN,RP,1.0
F,NI,2.0
RU,RP,18.0
DZ,JH,13.0
ES,YF,3.0
VI,HT,2.0
GD,CO,6.0
OT,KA,4.0
MP,BI,4.0
TY,SB,4.0
UP,FN,4.0
AI,UI,19.0
KM,SW,4.0
RZ,QL,8.0
NX,XW,8.0
GP,YH,3.0
AV,DM,5.0
LI,XD,4.0
CJ,RO,14.0
QH,FL,6.0
XY,CI,4.0
VL,QB,3.0
OU,PR,5.0
BB,CW,3.0
Y,GH,1.0
NF,MI,5.0
DX,AS,3.0
QL,FV,3.0
WZ,FZ,5.0
HN,EL,4.0
CN,QP,8.0
QA,UT,6.0
HD,RA,5.0
JH,DZ,13.0
ZP,PZ,3.0
LB,ZJ,16.0
GB,JT,7.0
LY,DZ,6.0
HK,TQ,6.0
LN,XF,1.0
OM,SB,2.0
GD,AN,7.0
LC,OP,11.0
NB,OQ,11.0
SH,NA,3.0
NZ,W,8.0
BG,JP,2.0
LX,QS,7.0
WR,DG,3.0
GQ,ZS,2.0
PI,XT,2.0
OB,MV,10.0
XH,IU,11.0
ON,LP,4.0
DD,HX,3.0
II,CZ,4.0
EB,HR,3.0
HL,TL,5.0
NC,LA,10.0
LE,BQ,5.0
ZF,TW,6.0
HR,LL,4.0
MA,FT,6.0
BN,LO,2.0
KY,MB,3.0
FA,M,12.0
FF,CG,4.0
DG,BF,2.0
KG,QQ,11.0
KM,HP,2.0
AH,VK,2.0
BO,TD,2.0
NM,N,5.0
KT,ON,1.0
H,IT,1.0
PM,MC,4.0
K,FN,4.0
IT,KZ,3.0
HG,AI,4.0
UI,AI,19.0
YV,HT,2.0
AD,DO,9.0
EZ,GD,1.0
SF,PO,4.0
GW,YM,2.0
BV,TQ,4.0
PP,KK,1.0
QJ,OX,2.0
SP,FS,26.0
QT,XN,3.0
UL,TW,5.0
TP,DB,4.0
AL,LF,6.0
UX,NO,1.0
CV,OP,1.0
TM,E,1.0
IN,HV,10.0
MN,YT,1.0
IY,NY,4.0
VP,WQ,4.0
DM,AV,5.0
XV,EO,18.0
PW,JR,3.0
OP,CV,1.0
NY,YS,6.0
KY,FH,3.0
YD,EO,2.0
YG,NQ,2.0
VB,JS,1.0
NR,GU,1.0
GH,BP,4.0
JY,XM,3.0
YH,MQ,3.0
MF,NK,2.0
JU,DG,3.0
H,WP,3.0
AZ,TH,2.0
YB,XQ,6.0
DQ,WR,8.0
GW,WJ,7.0
QQ,KG,11.0
PQ,DF,10.0
LL,HM,3.0
MQ,YH,3.0
PE,HB,10.0
XU,VC,5.0
DE,IB,3.0
CG,NU,3.0
MK,NE,3.0
TI,ZA,1.0
XN,VT,6.0
QA,XO,6.0
RH,KR,2.0
YV,W,10.0
HC,XZ,1.0
AR,BU,1.0
CB,JF,2.0
AE,GI,7.0
WU,EF,2.0
LZ,QP,4.0
QS,PT,3.0
TE,GA,2.0
AT,SZ,7.0
WD,NE,1.0
UD,AZ,1.0
NL,WU,5.0
ZZ,BN,4.0
LD,SF,6.0
EO,YD,2.0
TL,HL,5.0
FK,VW,7.0
JS,BP,1.0
BG,NN,6.0
FR,VZ,5.0
WH,DB,1.0
SC,EH,3.0
CV,QK,3.0
MK,ZC,5.0
OE,QJ,6.0
QP,CN,8.0
MC,YD,2.0
MX,SX,4.0
NV,ZK,8.0
KN,HJ,3.0
PG,QZ,2.0
YX,EF,3.0
H,UK,11.0
NJ,RR,3.0
DP,AZ,12.0
DO,LK,12.0
WY,PX,6.0
IT,VJ,5.0
WN,VO,8.0
RB,UB,6.0
XY,OC,4.0
CW,QJ,1.0
HC,GM,2.0
OX,QJ,2.0
FH,IT,1.0
ZC,IO,4.0
VO,DF,7.0
LX,XG,1.0
FI,TU,5.0
IM,PK,3.0
OC,XY,4.0
EO,XV,18.0
C,JI,4.0
RI,TX,6.0
YW,PH,1.0
OL,RG,1.0
ND,NY,8.0
LT,RX,7.0
KP,AD,5.0
KI,TH,9.0
VQ,XC,7.0
YX,NC,2.0
NU,NA,2.0
GN,UT,8.0
QP,JE,4.0
DH,ER,7.0
UL,PX,3.0
II,HK,6.0
RT,AY,1.0
TT,SL,5.0
AD,XG,2.0
LO,PB,6.0
HF,CL,1.0
TK,IG,3.0
GM,HC,2.0
AF,NW,2.0
CO,GD,6.0
BQ,MU,1.0
UE,XK,8.0
RY,JF,3.0
XX,VS,1.0
PS,XG,2.0
YZ,AI,2.0
ZK,SG,6.0
CX,LY,3.0
JE,QP,4.0
ME,BW,1.0
AS,NJ,2.0
GV,AA,3.0
BU,AR,1.0
HZ,EN,11.0
VG,VB,7.0
LG,CX,2.0
A,RX,3.0
SQ,DY,4.0
ZN,DU,3.0
QO,LD,9.0
SG,UU,3.0
XY,KU,3.0
CS,AW,6.0
SG,DA,13.0
GY,UR,11.0
ZS,CY,8.0
EG,MA,1.0
QU,HR,10.0
JA,OI,3.0
JB,WK,3.0
AV,WI,3.0
AU,MS,2.0
LJ,GY,3.0
VD,RR,2.0
BE,KK,6.0
XK,QT,2.0
TZ,JK,7.0
JY,IG,9.0
K,P,3.0
FM,VA,2.0
GA,VD,2.0
TB,JI,6.0
GA,TE,2.0
RA,RY,3.0
AT,TZ,5.0
FI,XT,3.0
KW,BP,20.0
GV,ML,3.0
BO,AO,5.0
DP,SJ,1.0
AR,DS,4.0
IH,BK,1.0
XO,QA,6.0
LU,NH,8.0
BH,MY,4.0
KQ,BH,9.0
WJ,TA,3.0
SC,MO,3.0
DU,WD,6.0
AJ,CN,15.0
HY,SI,1.0
JM,R,1.0
VS,FK,1.0
ZU,PP,4.0
AW,NP,2.0
UT,GN,8.0
DI,HK,1.0
AL,PW,2.0
LO,RK,6.0
CT,MO,2.0
LV,VR,7.0
ZC,MK,5.0
SX,PG,3.0
HM,LL,3.0
SL,TT,5.0
VK,AH,2.0
XP,BT,5.0
BI,XX,5.0
V,CK,1.0
UK,H,11.0
NU,KJ,9.0
WB,HB,10.0
WO,JQ,5.0
QI,DM,9.0
QW,VK,5.0
IE,QT,5.0
GI,DN,11.0
IT,ZI,6.0
NH,RD,2.0
IT,FH,1.0
PA,EE,6.0
RP,RN,3.0
B,VS,1.0
VB,VG,7.0
GL,OR,4.0
YR,DV,1.0
OM,PI,3.0
TC,UU,2.0
UD,OZ,7.0
NS,YJ,1.0
AA,GV,3.0
JR,QV,3.0
LS,IM,6.0
OW,MI,2.0
MO,CT,2.0
UB,AH,4.0
OP,HO,6.0
GT,AK,7.0
WM,QM,5.0
PW,OX,2.0
TE,ZT,10.0
HS,PB,4.0
NK,PN,4.0
FJ,ZS,4.0
ZB,Q,4.0
QG,OL,7.0
FE,JK,5.0
HU,WM,1.0
JS,TP,4.0
YY,IF,2.0
YG,VJ,1.0
DX,EX,8.0
WG,B,5.0
IX,JX,2.0
FM,MD,3.0
EV,FB,12.0
YH,GP,3.0
AO,BO,5.0
QT,DX,4.0
FP,LM,8.0
NR,D,3.0
SI,GM,6.0
TA,LM,2.0
PH,YW,1.0
UA,MY,1.0
SR,YU,6.0
BI,MP,4.0
SQ,GF,5.0
GA,YU,1.0
IB,H,4.0
NJ,AS,2.0
ON,KT,1.0
EM,WV,7.0
TC,YI,3.0
TQ,HK,6.0
HR,EB,3.0
XA,RL,4.0
SF,LD,6.0
YF,Y,1.0
VV,ZK,3.0
JP,BG,2.0
PX,WY,6.0
WT,KP,6.0
NR,JF,3.0
PJ,AC,6.0
YZ,JY,4.0
BJ,LF,6.0
YP,AG,17.0
BA,JG,9.0
DS,NK,4.0
ID,H,1.0
KU,XY,3.0
AP,WK,12.0
QZ,PG,2.0
BP,KW,20.0
MZ,DG,5.0
SK,RJ,7.0
DG,JU,3.0
JU,VC,3.0
EA,KY,4.0
QJ,UW,3.0
MA,IV,2.0
A,DG,3.0
FD,TN,7.0
DA,SG,13.0
HK,II,6.0
YO,FM,8.0
HR,JC,6.0
BC,JK,5.0
IM,BC,2.0
CP,MW,8.0
VC,JD,1.0
CF,YK,2.0
VP,EI,1.0
HQ,OI,2.0
B,WG,5.0
RO,CJ,14.0
LE,LW,4.0
FL,OK,6.0
RR,NJ,3.0
